"Step","TARRv2-shift_s123 - agent_reward","TARRv2-shift_s123 - agent_reward__MIN","TARRv2-shift_s123 - agent_reward__MAX","TARRv2-isotanh_s123 - agent_reward","TARRv2-isotanh_s123 - agent_reward__MIN","TARRv2-isotanh_s123 - agent_reward__MAX","TARRv2-none_s123 - agent_reward","TARRv2-none_s123 - agent_reward__MIN","TARRv2-none_s123 - agent_reward__MAX","TARRv2-softmax_s123 - agent_reward","TARRv2-softmax_s123 - agent_reward__MIN","TARRv2-softmax_s123 - agent_reward__MAX","TAR2-softmax_s123 - agent_reward","TAR2-softmax_s123 - agent_reward__MIN","TAR2-softmax_s123 - agent_reward__MAX","spring-music-9 - agent_reward","spring-music-9 - agent_reward__MIN","spring-music-9 - agent_reward__MAX"
"136940","-624.2966630185267","-624.2966630185267","-624.2966630185267","-302.43506199594145","-302.43506199594145","-302.43506199594145","-292.7040687090673","-292.7040687090673","-292.7040687090673","","","","","","","-312.9632942432881","-312.9632942432881","-312.9632942432881"
"137022","-611.2699155095025","-611.2699155095025","-611.2699155095025","-336.1838197527914","-336.1838197527914","-336.1838197527914","-329.2974367429719","-329.2974367429719","-329.2974367429719","","","","","","","-284.2053029656434","-284.2053029656434","-284.2053029656434"
"137104","-602.4656260275045","-602.4656260275045","-602.4656260275045","-297.4885581758172","-297.4885581758172","-297.4885581758172","-294.6232058822987","-294.6232058822987","-294.6232058822987","","","","","","","-324.25418104973903","-324.25418104973903","-324.25418104973903"
"137268","-674.1110769945853","-674.1110769945853","-674.1110769945853","-358.7188643412482","-358.7188643412482","-358.7188643412482","-347.88462089261617","-347.88462089261617","-347.88462089261617","","","","","","","-294.95075581157465","-294.95075581157465","-294.95075581157465"
"137350","-622.4283660136707","-622.4283660136707","-622.4283660136707","-308.2040992966683","-308.2040992966683","-308.2040992966683","-300.73172311645396","-300.73172311645396","-300.73172311645396","","","","","","","-299.20041780804297","-299.20041780804297","-299.20041780804297"
"137432","-585.5746145725908","-585.5746145725908","-585.5746145725908","-308.924376747672","-308.924376747672","-308.924376747672","-303.0217163459735","-303.0217163459735","-303.0217163459735","","","","","","","-318.58863390911677","-318.58863390911677","-318.58863390911677"
"137514","-616.9395791699602","-616.9395791699602","-616.9395791699602","-349.21567374141625","-349.21567374141625","-349.21567374141625","-337.71936839551563","-337.71936839551563","-337.71936839551563","","","","","","","-304.5910697473314","-304.5910697473314","-304.5910697473314"
"137678","-601.104110476774","-601.104110476774","-601.104110476774","-315.1835027934692","-315.1835027934692","-315.1835027934692","-309.40292135048156","-309.40292135048156","-309.40292135048156","","","","","","","-297.9092756313135","-297.9092756313135","-297.9092756313135"
"137760","-624.8340199730109","-624.8340199730109","-624.8340199730109","-310.4224261892857","-310.4224261892857","-310.4224261892857","-305.3193411322091","-305.3193411322091","-305.3193411322091","","","","","","","-326.77679725103144","-326.77679725103144","-326.77679725103144"
"137842","-671.893036815791","-671.893036815791","-671.893036815791","-335.3946877404823","-335.3946877404823","-335.3946877404823","-330.5210304463936","-330.5210304463936","-330.5210304463936","","","","","","","-289.80666258707674","-289.80666258707674","-289.80666258707674"
"137924","-618.8645027473733","-618.8645027473733","-618.8645027473733","-316.41405169287935","-316.41405169287935","-316.41405169287935","-306.77928352474066","-306.77928352474066","-306.77928352474066","","","","","","","-316.7003856856954","-316.7003856856954","-316.7003856856954"
"138006","-633.4097559185253","-633.4097559185253","-633.4097559185253","-313.88812248199076","-313.88812248199076","-313.88812248199076","-302.16709840527676","-302.16709840527676","-302.16709840527676","","","","","","","-296.08102679126984","-296.08102679126984","-296.08102679126984"
"138170","-631.5802444302622","-631.5802444302622","-631.5802444302622","-340.2046994481232","-340.2046994481232","-340.2046994481232","-327.00955865197693","-327.00955865197693","-327.00955865197693","","","","","","","-334.76468434234243","-334.76468434234243","-334.76468434234243"
"138252","-669.8399393329529","-669.8399393329529","-669.8399393329529","-298.32707879767474","-298.32707879767474","-298.32707879767474","-290.12864384863946","-290.12864384863946","-290.12864384863946","","","","","","","-313.94440485537115","-313.94440485537115","-313.94440485537115"
"138334","-678.0504602662378","-678.0504602662378","-678.0504602662378","-346.19359183170053","-346.19359183170053","-346.19359183170053","-336.29936770233144","-336.29936770233144","-336.29936770233144","","","","","","","-291.33983995828817","-291.33983995828817","-291.33983995828817"
"138416","-611.283903312521","-611.283903312521","-611.283903312521","-303.36998623051653","-303.36998623051653","-303.36998623051653","-296.7298901130985","-296.7298901130985","-296.7298901130985","","","","","","","-316.9050764833781","-316.9050764833781","-316.9050764833781"
"138580","-596.4911272821837","-596.4911272821837","-596.4911272821837","-298.5760061741685","-298.5760061741685","-298.5760061741685","-293.3431825428652","-293.3431825428652","-293.3431825428652","","","","","","","-312.57874299139604","-312.57874299139604","-312.57874299139604"
"138662","-645.9357552577179","-645.9357552577179","-645.9357552577179","-305.1962715719816","-305.1962715719816","-305.1962715719816","-302.6625525240904","-302.6625525240904","-302.6625525240904","","","","","","","-343.34114211541674","-343.34114211541674","-343.34114211541674"
"138744","-648.9900575124934","-648.9900575124934","-648.9900575124934","-331.778884386127","-331.778884386127","-331.778884386127","-326.5310838384396","-326.5310838384396","-326.5310838384396","","","","","","","-346.67285020874647","-346.67285020874647","-346.67285020874647"
"138826","-664.1446280724188","-664.1446280724188","-664.1446280724188","-315.4489605103071","-315.4489605103071","-315.4489605103071","-301.5188382625956","-301.5188382625956","-301.5188382625956","","","","","","","-291.044194746176","-291.044194746176","-291.044194746176"
"138908","-617.7414172888838","-617.7414172888838","-617.7414172888838","-342.2439068038832","-342.2439068038832","-342.2439068038832","-329.74982754523114","-329.74982754523114","-329.74982754523114","","","","","","","-302.4599969295049","-302.4599969295049","-302.4599969295049"
"139072","-624.2672840697701","-624.2672840697701","-624.2672840697701","-331.800015965302","-331.800015965302","-331.800015965302","-321.62099028666637","-321.62099028666637","-321.62099028666637","","","","","","","-327.5407386784462","-327.5407386784462","-327.5407386784462"
"139154","-643.4935774224509","-643.4935774224509","-643.4935774224509","-326.64471573489004","-326.64471573489004","-326.64471573489004","-314.8449396825033","-314.8449396825033","-314.8449396825033","","","","","","","-283.9565490760145","-283.9565490760145","-283.9565490760145"
"139236","-608.0235112903435","-608.0235112903435","-608.0235112903435","-310.8014231109044","-310.8014231109044","-310.8014231109044","-298.4404065866379","-298.4404065866379","-298.4404065866379","","","","","","","-330.2403220271792","-330.2403220271792","-330.2403220271792"
"139318","-630.0412383421803","-630.0412383421803","-630.0412383421803","-337.28367539869595","-337.28367539869595","-337.28367539869595","-326.61893178922924","-326.61893178922924","-326.61893178922924","","","","","","","-296.185963157727","-296.185963157727","-296.185963157727"
"139400","-624.6974895709764","-624.6974895709764","-624.6974895709764","-336.33511975841424","-336.33511975841424","-336.33511975841424","-318.6520769767791","-318.6520769767791","-318.6520769767791","","","","","","","-301.03125971760255","-301.03125971760255","-301.03125971760255"
"139564","-625.2904588446308","-625.2904588446308","-625.2904588446308","-312.68560956054114","-312.68560956054114","-312.68560956054114","-294.2745531418037","-294.2745531418037","-294.2745531418037","","","","","","","-283.4502380863147","-283.4502380863147","-283.4502380863147"
"139646","-639.1031543370065","-639.1031543370065","-639.1031543370065","-303.33258192834455","-303.33258192834455","-303.33258192834455","-293.3163234672626","-293.3163234672626","-293.3163234672626","","","","","","","-352.8127947713229","-352.8127947713229","-352.8127947713229"
"139728","-689.4852441530587","-689.4852441530587","-689.4852441530587","-316.52661924663863","-316.52661924663863","-316.52661924663863","-299.8169988930972","-299.8169988930972","-299.8169988930972","","","","","","","-301.9079038007441","-301.9079038007441","-301.9079038007441"
"139810","-598.2567928971523","-598.2567928971523","-598.2567928971523","-332.4530143259313","-332.4530143259313","-332.4530143259313","-326.0266471885026","-326.0266471885026","-326.0266471885026","","","","","","","-335.6455540047931","-335.6455540047931","-335.6455540047931"
"139974","-613.7910550697471","-613.7910550697471","-613.7910550697471","-304.8849659470303","-304.8849659470303","-304.8849659470303","-298.03015367713317","-298.03015367713317","-298.03015367713317","","","","","","","-295.7409349569354","-295.7409349569354","-295.7409349569354"
"140056","-597.0299990214377","-597.0299990214377","-597.0299990214377","-307.32397872501537","-307.32397872501537","-307.32397872501537","-303.87930786082666","-303.87930786082666","-303.87930786082666","","","","","","","-307.81778830775795","-307.81778830775795","-307.81778830775795"
"140138","-572.8933424305852","-572.8933424305852","-572.8933424305852","-311.77851591291665","-311.77851591291665","-311.77851591291665","-305.1729827881023","-305.1729827881023","-305.1729827881023","","","","","","","-336.34625430953383","-336.34625430953383","-336.34625430953383"
"140220","-600.2444740212009","-600.2444740212009","-600.2444740212009","-335.0164348445172","-335.0164348445172","-335.0164348445172","-323.8148123586141","-323.8148123586141","-323.8148123586141","","","","","","","-297.2744112161217","-297.2744112161217","-297.2744112161217"
"140302","-665.2255491799276","-665.2255491799276","-665.2255491799276","-325.3717669556737","-325.3717669556737","-325.3717669556737","-314.8101432510296","-314.8101432510296","-314.8101432510296","","","","","","","-311.71352112196297","-311.71352112196297","-311.71352112196297"
"140466","-620.8064410404065","-620.8064410404065","-620.8064410404065","-308.5687147007851","-308.5687147007851","-308.5687147007851","-300.98493426616494","-300.98493426616494","-300.98493426616494","","","","","","","-309.7037574935232","-309.7037574935232","-309.7037574935232"
"140548","-629.1591220836857","-629.1591220836857","-629.1591220836857","-303.88582551804313","-303.88582551804313","-303.88582551804313","-299.26623132173796","-299.26623132173796","-299.26623132173796","","","","","","","-336.2851636946467","-336.2851636946467","-336.2851636946467"
"140630","-570.8542901323789","-570.8542901323789","-570.8542901323789","-288.61106119403604","-288.61106119403604","-288.61106119403604","-286.963928986249","-286.963928986249","-286.963928986249","","","","","","","-334.54924071836354","-334.54924071836354","-334.54924071836354"
"140712","-614.9898564290083","-614.9898564290083","-614.9898564290083","-311.11928213869714","-311.11928213869714","-311.11928213869714","-298.4436476162043","-298.4436476162043","-298.4436476162043","","","","","","","-316.5665547407665","-316.5665547407665","-316.5665547407665"
"140876","-605.7756348643479","-605.7756348643479","-605.7756348643479","-310.34548639954755","-310.34548639954755","-310.34548639954755","-295.7268328157968","-295.7268328157968","-295.7268328157968","","","","","","","-318.2710400801914","-318.2710400801914","-318.2710400801914"
"140958","-627.4797270618101","-627.4797270618101","-627.4797270618101","-287.0868870956414","-287.0868870956414","-287.0868870956414","-287.85865531010944","-287.85865531010944","-287.85865531010944","","","","","","","-336.7888437546573","-336.7888437546573","-336.7888437546573"
"141040","-568.538909653956","-568.538909653956","-568.538909653956","-275.89582564420397","-275.89582564420397","-275.89582564420397","-277.88095064697245","-277.88095064697245","-277.88095064697245","","","","","","","-296.49441510836596","-296.49441510836596","-296.49441510836596"
"141122","-643.1372618144233","-643.1372618144233","-643.1372618144233","-316.0835431210769","-316.0835431210769","-316.0835431210769","-292.08542326543574","-292.08542326543574","-292.08542326543574","","","","","","","-298.3467754822879","-298.3467754822879","-298.3467754822879"
"141204","-565.1831769050505","-565.1831769050505","-565.1831769050505","-300.32319366157367","-300.32319366157367","-300.32319366157367","-292.06043125513946","-292.06043125513946","-292.06043125513946","","","","","","","-298.80174479913","-298.80174479913","-298.80174479913"
"141368","-623.3749092996899","-623.3749092996899","-623.3749092996899","-298.08051732453276","-298.08051732453276","-298.08051732453276","-298.5096857869912","-298.5096857869912","-298.5096857869912","","","","","","","-306.6486114557358","-306.6486114557358","-306.6486114557358"
